Rank,Score,Name,Acedemik Reputation,Students,Citations_per_faculty,faculty_student_ratio,employer_reputation,employment_outcomes,international_faculty_ratio,sustainability_score,international_research_network
"
                     =440
                     
                        
                     
                  ",34.9,"University of California, Riverside",21.4,30.4,64.2,10,21.1,7,80.9,55.6,75.4
"
                     =440
                     
                        
                     
                  ",34.9,Universität Konstanz,25.5,26.8,33.4,50.3,18.7,23,91.5,69.9,63.7
"
                     446
                     
                        
                     
                  ",34.8,Vilnius University,26.9,28.5,6.2,73.1,28,91.3,28.4,70.3,80.2
"
                     447
                     
                        
                     
                  ",34.6,Belarusian State University,32.5,71.1,1.7,91.8,51.5,61.3,4.9,n/a,34.4
"
                     448
                     
                        
                     
                  ",34.5,University of Bayreuth,14.1,39.7,39.2,64.6,22.3,16.2,63.6,69.9,82.3
"
                     449
                     
                        
                     
                  ",34.4,Iowa State University,26.4,17.8,61,10.8,21.6,50.6,6.7,65,78.9
"
                     =450
                     
                        
                     
                  ",34.3,Kazan (Volga region) Federal University,27.2,97.7,3.8,98.1,19.5,19.6,14,55.3,86.7
=450,34.3,UNESP,53.3,5.3,22.2,20.1,36.8,1.6,7.4,58.5,73.6
=452,34.2,Johannes Gutenberg Universität Mainz,32.5,26.4,18.1,70.5,19.8,18.1,51.3,52.2,87.5
=452,34.2,Shenzhen University,11.9,2.7,90.9,40.1,8.7,26,15.9,48.2,69
=452,34.2,"Stony Brook University, State University of New York",24.2,53.4,32.4,43.6,17.8,31.9,47.4,82.5,73.7
=452,34.2,University of Cyprus (UCY),14.6,42.2,62.3,10.3,10.8,54.6,94.3,52.9,69.8
=456,34.1,Amirkabir University of Technology,8.5,5.7,100,7.4,26.7,5.4,41.7,35.5,67.2
=456,34.1,"Essex, University of",23.7,99.2,35.1,17.1,9.9,24.7,99.9,54.5,77
=458,34,Colorado State University,25.2,9,22.8,73.1,30.1,32.3,22.7,75,82.5
=458,34,Universidad Nacional de La Plata (UNLP),55.7,41.6,2.9,40.8,30.8,37.7,7.2,39.4,54.1
=458,34,"University of California, Santa Cruz",24.7,10,62.4,10,13.6,14.3,71.4,84.3,62.2
=461,33.9,Jordan University of Science & Technology,32,87.9,12.3,23.1,47.8,5.8,66.7,52.1,54.6
=461,33.9,Novosibirsk State University,28.8,70.6,13,93.6,31.1,13.3,9.1,43.8,55.7
=461,33.9,"Royal Holloway, University of London",22.8,88.9,41,15.1,11.8,12.3,96.3,61.7,73
=461,33.9,Università Vita-Salute San Raffaele,4.8,11.3,99.5,89.3,3.1,4.1,6.2,26.1,35.5
=465,33.8,Anna University,15,1.6,99.8,9.2,19.4,17.8,n/a,64.5,47.3
=465,33.8,Concordia University,21.7,94.4,32,5.2,18,58.4,64,81.8,75.6
=465,33.8,Shanghai University,29.8,10.2,48.5,51.1,21.4,12.5,29.6,42.9,62.5
=465,33.8,University of Kansas,17.6,12.6,13.6,91.9,22.8,42.8,79,62.2,87.5
=469,33.7,Ben-Gurion University of The Negev,19.5,23.8,58.7,15,26.9,24.5,71.2,48.8,63.4
"
                     =469
                     
                        
                     
                  ",33.7,Tashkent Institute of Irrigation and Agricultural Mechanization Engineers (TIIAME)-National Research University,35.6,16.7,4.2,87.1,46,24.8,44.3,46.9,18.6
"
                     =469
                     
                        
                     
                  ",33.7,Universidad de Sevilla,52.7,25.8,15.1,23.4,20.6,22.1,5.1,66.1,90.8
"
                     =469
                     
                        
                     
                  ",33.7,Université Laval,25.3,54.9,29.8,33.3,11.3,49.9,57.4,81.6,78.8
"
                     =473
                     
                        
                     
                  ",33.5,Jilin University,16.2,2.2,53.9,35.8,47.3,33,15.6,48.5,65.3
"
                     =473
                     
                        
                     
                  ",33.5,Johannes Kepler University Linz,17.5,57.5,25.2,80,14.9,15.3,89.9,61,56.6
"
                     =473
                     
                        
                     
                  ",33.5,Pusan National University,28.6,27.1,36.7,57.6,20.2,18.9,19.9,73.6,57.5
"
                     =473
                     
                        
                     
                  ",33.5,USI - Università della Svizzera italiana,9.3,100,43.4,70.3,9.4,2.2,100,48.2,42.7
"
                     =477
                     
                        
                     
                  ",33.4,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),20.3,54.8,18.1,95.3,34.1,38,38.6,21.9,47.1
"
                     =477
                     
                        
                     
                  ",33.4,Universität Potsdam,22.3,34.9,53.7,28.4,5,4.2,60.9,75.3,92.6
"
                     479
                     
                        
                     
                  ",33.3,Chung-Ang University (CAU),24.9,62.4,16.7,79.2,37.6,17.3,19.7,68.9,31.3
"
                     =480
                     
                        
                     
                  ",33.2,Hiroshima University,34.6,22.7,17.2,79.8,17.1,12.4,19.2,73.2,70.3
"
                     =480
                     
                        
                     
                  ",33.2,University of Science and Technology Beijing,16.4,5.1,99.2,13.9,14.6,8.5,4.2,41.6,59.1
"
                     =482
                     
                        
                     
                  ",33,Dalian University of Technology,11.4,5.3,95.7,23.4,11,21.8,15.4,46.8,59.8
"
                     =482
                     
                        
                     
                  ",33,Duy Tan University,13.7,2.1,76,6.3,27.7,6.4,43.4,58.7,87.7
"
                     =482
                     
                        
                     
                  ",33,Kobe University,36.9,10.7,19.4,45,39,27,11.2,73.3,53.3
"
                     =485
                     
                        
                     
                  ",32.9,Aristotle University of Thessaloniki,38.2,8.1,28.4,6.4,35.9,48.3,2.1,66.4,90.9
"
                     =485
                     
                        
                     
                  ",32.9,University of Trento,34.8,11.3,40,32.9,18.6,7.1,32.3,51.8,85.6
"
                     =487
                     
                        
                     
                  ",32.8,Edith Cowan University,13.7,82.4,60.4,6,13.1,7.4,96.4,51,63.8
